,cords
30992,"(39.7631177, -86.1545797, 0.0)"
30993,"(39.7631177, -86.1545797, 0.0)"
30994,"(39.762599, -86.252093, 0.0)"
30995,"(39.762599, -86.252093, 0.0)"
30996,"(39.762599, -86.252093, 0.0)"
30997,"(39.762599, -86.252093, 0.0)"
30998,"(39.762599, -86.252093, 0.0)"
30999,"(39.762599, -86.252093, 0.0)"
31000,"(39.7888693, -86.0829535, 0.0)"
31001,"(39.762599, -86.252093, 0.0)"
31002,"(39.762720755102045, -86.20658479591836, 0.0)"
31003,"(39.76400075, -86.15872586076406, 0.0)"
31004,"(39.76182242831746, -86.26781385123444, 0.0)"
31005,"(39.762720755102045, -86.20658479591836, 0.0)"
31006,"(39.796343, -86.044703, 0.0)"
31007,"(39.762599, -86.252093, 0.0)"
31008,"(39.7888693, -86.0829535, 0.0)"
31009,"(39.7888693, -86.0829535, 0.0)"
31010,"(39.7888693, -86.0829535, 0.0)"
31011,"(39.7888693, -86.0829535, 0.0)"
31012,"(39.7888693, -86.0829535, 0.0)"
31013,"(39.7888693, -86.0829535, 0.0)"
31014,"(39.7888693, -86.0829535, 0.0)"
31015,"(39.7888693, -86.0829535, 0.0)"
31016,"(39.7888693, -86.0829535, 0.0)"
31017,"(39.7888693, -86.0829535, 0.0)"
31018,"(39.7888693, -86.0829535, 0.0)"
31019,"(39.76182242831746, -86.26781385123444, 0.0)"
31020,"(39.83179536363637, -86.27058835064935, 0.0)"
31021,"(39.83179536363637, -86.27058835064935, 0.0)"
31022,"(39.83179536363637, -86.27058835064935, 0.0)"
31023,"(39.83179536363637, -86.27058835064935, 0.0)"
31024,"(39.76400075, -86.15872586076406, 0.0)"
31025,"(39.726057802513814, -86.21487973425148, 0.0)"
31026,"(39.726057802513814, -86.21487973425148, 0.0)"
31027,"(39.7968428338695, -86.1493944790464, 0.0)"
31028,"(39.7968428338695, -86.1493944790464, 0.0)"
31029,"(39.83179536363637, -86.27058835064935, 0.0)"
31030,"(39.83179536363637, -86.27058835064935, 0.0)"
31031,"(39.763343, -86.15812, 0.0)"
31032,"(39.763343, -86.15812, 0.0)"
31033,"(39.740535616161615, -86.26993221212122, 0.0)"
31034,"(39.6678267, -86.088909790625, 0.0)"
31035,"(39.688339838885966, -86.26946306341733, 0.0)"
31036,"(39.86978169387755, -86.14431118367347, 0.0)"
31037,"(39.86978169387755, -86.14431118367347, 0.0)"
31038,"(39.86978169387755, -86.14431118367347, 0.0)"
31039,"(39.86978169387755, -86.14431118367347, 0.0)"
31040,"(39.86978169387755, -86.14431118367347, 0.0)"
31041,"(39.86978169387755, -86.14431118367347, 0.0)"
31042,"(39.6678267, -86.088909790625, 0.0)"
31043,"(39.761935, -86.158398, 0.0)"
31044,"(39.761935, -86.158398, 0.0)"
31045,"(39.831405, -86.046031, 0.0)"
31046,"(39.7656761, -86.15934391363386, 0.0)"
31047,"(39.7656761, -86.15934391363386, 0.0)"
31048,"(39.803765, -86.182765, 0.0)"
31049,"(39.81412473214286, -86.29399458928572, 0.0)"
31050,"(39.83363424284524, -86.00833197869594, 0.0)"
31051,"(39.83363424284524, -86.00833197869594, 0.0)"
31052,"(39.81629789795919, -86.10023526530613, 0.0)"
31053,"(39.79251373469388, -86.06565589795919, 0.0)"
31054,"(39.79251373469388, -86.06565589795919, 0.0)"
31055,"(39.83363424284524, -86.00833197869594, 0.0)"
31056,"(39.79251373469388, -86.06565589795919, 0.0)"
31057,"(39.77906628574439, -86.26587727850911, 0.0)"
31058,"(39.752724, -86.262081, 0.0)"
31059,"(39.7968428338695, -86.1493944790464, 0.0)"
31060,"(39.869967, -86.14306033333334, 0.0)"
31061,"(39.869967, -86.14306033333334, 0.0)"
31062,"(39.869967, -86.14306033333334, 0.0)"
31063,"(39.752724, -86.262081, 0.0)"
31064,"(39.752724, -86.262081, 0.0)"
31065,"(39.752724, -86.262081, 0.0)"
31066,"(39.7693528367347, -86.15245748979592, 0.0)"
31067,"(39.792862662636644, -86.11370722872591, 0.0)"
31068,"(39.792862662636644, -86.11370722872591, 0.0)"
31069,"(39.792862662636644, -86.11370722872591, 0.0)"
31070,"(39.792862662636644, -86.11370722872591, 0.0)"
31071,"(39.792862662636644, -86.11370722872591, 0.0)"
31072,"(39.792862662636644, -86.11370722872591, 0.0)"
31073,"(39.66646534782608, -86.08238969565217, 0.0)"
31074,"(39.7289888, -86.15361, 0.0)"
31075,"(39.7289888, -86.15361, 0.0)"
31076,"(39.77985497959184, -86.0988853265306, 0.0)"
31077,"(39.77985497959184, -86.0988853265306, 0.0)"
31078,"(39.763343, -86.15812, 0.0)"
31079,"(39.763343, -86.15812, 0.0)"
31080,"(39.828180200000006, -86.02605030354174, 0.0)"
31081,"(39.781331, -86.102055, 0.0)"
31082,"(39.83483459183673, -86.00438181632653, 0.0)"
31083,"(39.83363424284524, -86.00833197869594, 0.0)"
31084,"(39.837046, -86.1322, 0.0)"
31085,"(39.83665165264269, -86.05958544553211, 0.0)"
31086,"(39.83665165264269, -86.05958544553211, 0.0)"
31087,"(39.77985497959184, -86.0988853265306, 0.0)"
31088,"(39.77985497959184, -86.0988853265306, 0.0)"
31089,"(39.77985497959184, -86.0988853265306, 0.0)"
31090,"(39.83483459183673, -86.00438181632653, 0.0)"
31091,"(39.83483459183673, -86.00438181632653, 0.0)"
31092,"(39.83665165264269, -86.05958544553211, 0.0)"
31093,"(39.83665165264269, -86.05958544553211, 0.0)"
31094,"(39.83665165264269, -86.05958544553211, 0.0)"
31095,"(39.77985497959184, -86.0988853265306, 0.0)"
31096,"(39.81412473214286, -86.29399458928572, 0.0)"
31097,"(39.81412473214286, -86.29399458928572, 0.0)"
31098,"(39.81412473214286, -86.29399458928572, 0.0)"
31099,"(39.835507, -86.202938, 0.0)"
31100,"(39.835507, -86.202938, 0.0)"
31101,"(39.835507, -86.202938, 0.0)"
31102,"(39.9273006, -86.2302922, 0.0)"
31103,"(39.9273006, -86.2302922, 0.0)"
31104,"(39.77308871428571, -86.21717706122449, 0.0)"
31105,"(39.77308871428571, -86.21717706122449, 0.0)"
31106,"(39.755484, -86.216184, 0.0)"
31107,"(39.755484, -86.216184, 0.0)"
31108,"(39.755484, -86.216184, 0.0)"
31109,"(39.755484, -86.216184, 0.0)"
31110,"(39.77454909433962, -86.11671705660378, 0.0)"
31111,"(39.77454909433962, -86.11671705660378, 0.0)"
31112,"(39.761935, -86.158398, 0.0)"
31113,"(39.761935, -86.158398, 0.0)"
31114,"(39.77906628574439, -86.26587727850911, 0.0)"
31115,"(39.83665165264269, -86.05958544553211, 0.0)"
31116,"(39.83665165264269, -86.05958544553211, 0.0)"
31117,"(39.7545414, -86.2449916, 0.0)"
31118,"(39.7545414, -86.2449916, 0.0)"
31119,"(39.77454909433962, -86.11671705660378, 0.0)"
31120,"(39.77454909433962, -86.11671705660378, 0.0)"
31121,"(39.77454909433962, -86.11671705660378, 0.0)"
31122,"(39.797100040816325, -86.27218159183673, 0.0)"
31123,"(39.77618512244898, -86.22510789795919, 0.0)"
31124,"(39.77618512244898, -86.22510789795919, 0.0)"
31125,"(39.7693528367347, -86.15245748979592, 0.0)"
31126,"(39.7626083877551, -86.20764708163266, 0.0)"
31127,"(39.765765, -86.2028, 0.0)"
31128,"(39.772235, -86.097508, 0.0)"
31129,"(39.78085, -86.190721, 0.0)"
31130,"(39.78085, -86.190721, 0.0)"
31131,"(39.78085, -86.190721, 0.0)"
31132,"(39.78085, -86.190721, 0.0)"
31133,"(39.78085, -86.190721, 0.0)"
31134,"(39.78085, -86.190721, 0.0)"
31135,"(39.792435714285716, -86.08884185714285, 0.0)"
31136,"(39.792435714285716, -86.08884185714285, 0.0)"
31137,"(39.7619745, -86.1609289, 0.0)"
31138,"(39.7619745, -86.1609289, 0.0)"
31139,"(39.7619745, -86.1609289, 0.0)"
31140,"(39.7619745, -86.1609289, 0.0)"
31141,"(39.77618512244898, -86.22510789795919, 0.0)"
31142,"(39.77618512244898, -86.22510789795919, 0.0)"
31143,"(39.77618512244898, -86.22510789795919, 0.0)"
31144,"(39.827471, -86.045782, 0.0)"
31145,"(39.765765, -86.2028, 0.0)"
31146,"(39.765765, -86.2028, 0.0)"
31147,"(39.765765, -86.2028, 0.0)"
31148,"(39.8035975, -85.9904541, 0.0)"
31149,"(39.8035975, -85.9904541, 0.0)"
31150,"(39.8035975, -85.9904541, 0.0)"
31151,"(39.8035975, -85.9904541, 0.0)"
31152,"(39.76349477777778, -86.26855466666666, 0.0)"
31153,"(39.78632427272727, -86.21568681818182, 0.0)"
31154,"(39.7289888, -86.15361, 0.0)"
31155,"(39.73878015384616, -86.13217523076922, 0.0)"
31156,"(39.835507, -86.202938, 0.0)"
31157,"(39.835507, -86.202938, 0.0)"
31158,"(39.835507, -86.202938, 0.0)"
31159,"(39.722708612244894, -86.14770614285715, 0.0)"
31160,"(39.722708612244894, -86.14770614285715, 0.0)"
31161,"(39.722708612244894, -86.14770614285715, 0.0)"
31162,"(39.788065, -86.205333, 0.0)"
31163,"(39.788065, -86.205333, 0.0)"
31164,"(39.788967866450086, -86.2157206463239, 0.0)"
31165,"(39.788967866450086, -86.2157206463239, 0.0)"
31166,"(39.77308871428571, -86.21717706122449, 0.0)"
31167,"(39.77308871428571, -86.21717706122449, 0.0)"
31168,"(39.77648605, -86.1466179278168, 0.0)"
31169,"(39.7732896, -86.0229565, 0.0)"
31170,"(39.7732896, -86.0229565, 0.0)"
31171,"(39.6881731509434, -86.06485986792453, 0.0)"
31172,"(39.772602339344424, -86.22824655681731, 0.0)"
31173,"(39.82553206122449, -86.07602008163265, 0.0)"
31174,"(39.82553206122449, -86.07602008163265, 0.0)"
31175,"(39.82553206122449, -86.07602008163265, 0.0)"
31176,"(39.82553206122449, -86.07602008163265, 0.0)"
31177,"(39.82553206122449, -86.07602008163265, 0.0)"
31178,"(39.77085418791947, -86.07348476510066, 0.0)"
31179,"(39.77085418791947, -86.07348476510066, 0.0)"
31180,"(39.76182242831746, -86.26781385123444, 0.0)"
31181,"(39.76182242831746, -86.26781385123444, 0.0)"
31182,"(39.83179536363637, -86.27058835064935, 0.0)"
31183,"(39.83179536363637, -86.27058835064935, 0.0)"
31184,"(39.65580630434783, -86.05395186956522, 0.0)"
31185,"(39.869967, -86.14306033333334, 0.0)"
31186,"(39.869967, -86.14306033333334, 0.0)"
31187,"(39.869967, -86.14306033333334, 0.0)"
31188,"(39.763343, -86.15812, 0.0)"
31189,"(39.763343, -86.15812, 0.0)"
31190,"(39.6678267, -86.088909790625, 0.0)"
31191,"(39.6678267, -86.088909790625, 0.0)"
31192,"(39.7646834, -86.2713664, 0.0)"
31193,"(39.83483459183673, -86.00438181632653, 0.0)"
31194,"(39.83483459183673, -86.00438181632653, 0.0)"
31195,"(39.83483459183673, -86.00438181632653, 0.0)"
31196,"(39.77906628574439, -86.26587727850911, 0.0)"
31197,"(39.7693528367347, -86.15245748979592, 0.0)"
31198,"(39.752724, -86.262081, 0.0)"
31199,"(39.752724, -86.262081, 0.0)"
31200,"(39.7630776, -86.15876947766199, 0.0)"
31201,"(39.7630776, -86.15876947766199, 0.0)"
31202,"(39.7626083877551, -86.20764708163266, 0.0)"
31203,"(39.765765, -86.2028, 0.0)"
31204,"(39.765765, -86.2028, 0.0)"
31205,"(39.80072121186028, -85.99577009857126, 0.0)"
31206,"(39.76349477777778, -86.26855466666666, 0.0)"
31207,"(39.835507, -86.202938, 0.0)"
31208,"(39.835507, -86.202938, 0.0)"
31209,"(39.83363424284524, -86.00833197869594, 0.0)"
31210,"(39.83363424284524, -86.00833197869594, 0.0)"
31211,"(39.83363424284524, -86.00833197869594, 0.0)"
31212,"(39.83363424284524, -86.00833197869594, 0.0)"
31213,"(39.788065, -86.205333, 0.0)"
31214,"(39.788065, -86.205333, 0.0)"
31215,"(39.837046, -86.1322, 0.0)"
31216,"(39.7545414, -86.2449916, 0.0)"
31217,"(39.7545414, -86.2449916, 0.0)"
31218,"(39.772602339344424, -86.22824655681731, 0.0)"
31219,"(39.772602339344424, -86.22824655681731, 0.0)"
31220,"(39.7650289745473, -86.10510194516246, 0.0)"
31221,"(39.746346959183676, -86.24641697959184, 0.0)"
31222,"(39.77159805, -86.15845243645632, 0.0)"
31223,"(39.77159805, -86.15845243645632, 0.0)"
31224,"(39.77159805, -86.15845243645632, 0.0)"
31225,"(39.827471, -86.045782, 0.0)"
31226,"(39.827471, -86.045782, 0.0)"
31227,"(39.77920857142857, -86.20118046938775, 0.0)"
31228,"(39.77920857142857, -86.20118046938775, 0.0)"
31229,"(39.77920857142857, -86.20118046938775, 0.0)"
31230,"(39.77920857142857, -86.20118046938775, 0.0)"
31231,"(39.76400075, -86.15872586076406, 0.0)"
31232,"(39.76400075, -86.15872586076406, 0.0)"
31233,"(39.792748959183676, -86.18970728571428, 0.0)"
31234,"(39.792748959183676, -86.18970728571428, 0.0)"
31235,"(39.792748959183676, -86.18970728571428, 0.0)"
31236,"(39.772602339344424, -86.22824655681731, 0.0)"
31237,"(39.7650289745473, -86.10510194516246, 0.0)"
31238,"(39.77159805, -86.15845243645632, 0.0)"
31239,"(39.77159805, -86.15845243645632, 0.0)"
31240,"(39.7888693, -86.0829535, 0.0)"
31241,"(39.77159805, -86.15845243645632, 0.0)"
31242,"(39.792748959183676, -86.18970728571428, 0.0)"
31243,"(39.792748959183676, -86.18970728571428, 0.0)"
31244,"(39.792748959183676, -86.18970728571428, 0.0)"
31245,"(39.792748959183676, -86.18970728571428, 0.0)"
31246,"(39.792748959183676, -86.18970728571428, 0.0)"
31247,"(39.792748959183676, -86.18970728571428, 0.0)"
31248,"(39.792748959183676, -86.18970728571428, 0.0)"
31249,"(39.792748959183676, -86.18970728571428, 0.0)"
31250,"(39.792748959183676, -86.18970728571428, 0.0)"
31251,"(39.792748959183676, -86.18970728571428, 0.0)"
31252,"(39.792748959183676, -86.18970728571428, 0.0)"
31253,"(39.792748959183676, -86.18970728571428, 0.0)"
31254,"(39.792748959183676, -86.18970728571428, 0.0)"
31255,"(39.792748959183676, -86.18970728571428, 0.0)"
31256,"(39.792748959183676, -86.18970728571428, 0.0)"
31257,"(39.792748959183676, -86.18970728571428, 0.0)"
31258,"(39.792748959183676, -86.18970728571428, 0.0)"
31259,"(39.802815, -86.185358, 0.0)"
31260,"(39.792748959183676, -86.18970728571428, 0.0)"
31261,"(39.802815, -86.185358, 0.0)"
31262,"(39.802815, -86.185358, 0.0)"
31263,"(39.7746086, -86.1541745, 0.0)"
31264,"(39.7746086, -86.1541745, 0.0)"
31265,"(39.6353068747957, -86.14895431905092, 0.0)"
31266,"(39.6353068747957, -86.14895431905092, 0.0)"
31267,"(39.792748959183676, -86.18970728571428, 0.0)"
31268,"(39.792748959183676, -86.18970728571428, 0.0)"
31269,"(39.792748959183676, -86.18970728571428, 0.0)"
31270,"(39.792748959183676, -86.18970728571428, 0.0)"
31271,"(39.792748959183676, -86.18970728571428, 0.0)"
31272,"(39.792748959183676, -86.18970728571428, 0.0)"
31273,"(39.802815, -86.185358, 0.0)"
31274,"(39.802815, -86.185358, 0.0)"
31275,"(39.802815, -86.185358, 0.0)"
31276,"(39.78137808108108, -86.09335621621621, 0.0)"
31277,"(39.78137808108108, -86.09335621621621, 0.0)"
31278,"(39.78137808108108, -86.09335621621621, 0.0)"
31279,"(39.78137808108108, -86.09335621621621, 0.0)"
31280,"(39.828374847533766, -86.0804009078577, 0.0)"
31281,"(39.828374847533766, -86.0804009078577, 0.0)"
31282,"(39.828374847533766, -86.0804009078577, 0.0)"
31283,"(39.752829809592164, -86.17278850086338, 0.0)"
31284,"(39.752829809592164, -86.17278850086338, 0.0)"
31285,"(39.809794, -86.215528, 0.0)"
31286,"(39.826564, -86.128117, 0.0)"
31287,"(39.826564, -86.128117, 0.0)"
31288,"(39.826564, -86.128117, 0.0)"
31289,"(39.826564, -86.128117, 0.0)"
31290,"(39.826564, -86.128117, 0.0)"
31291,"(39.886509664029816, -86.03906164337504, 0.0)"
31292,"(39.886509664029816, -86.03906164337504, 0.0)"
31293,"(39.792748959183676, -86.18970728571428, 0.0)"
31294,"(39.802815, -86.185358, 0.0)"
31295,"(39.802815, -86.185358, 0.0)"
31296,"(39.802815, -86.185358, 0.0)"
31297,"(39.69892, -86.2615083, 0.0)"
31298,"(39.8219213, -86.15731760377261, 0.0)"
31299,"(39.9273006, -86.2302922, 0.0)"
31300,"(39.9273006, -86.2302922, 0.0)"
31301,"(39.9273006, -86.2302922, 0.0)"
31302,"(39.9273006, -86.2302922, 0.0)"
31303,"(39.735256, -86.139551, 0.0)"
31304,"(39.69892, -86.2615083, 0.0)"
31305,"(39.886509664029816, -86.03906164337504, 0.0)"
31306,"(39.886509664029816, -86.03906164337504, 0.0)"
31307,"(39.751751678969946, -86.12660296361898, 0.0)"
31308,"(39.751751678969946, -86.12660296361898, 0.0)"
31309,"(39.751751678969946, -86.12660296361898, 0.0)"
31310,"(39.753859280431215, -86.12601641949999, 0.0)"
31311,"(39.753859280431215, -86.12601641949999, 0.0)"
31312,"(39.753859280431215, -86.12601641949999, 0.0)"
31313,"(39.753859280431215, -86.12601641949999, 0.0)"
31314,"(39.903304245249764, -86.18939646615672, 0.0)"
31315,"(39.735256, -86.139551, 0.0)"
31316,"(39.735256, -86.139551, 0.0)"
31317,"(39.69892, -86.2615083, 0.0)"
31318,"(39.903304245249764, -86.18939646615672, 0.0)"
31319,"(39.81781072180676, -86.25142215280609, 0.0)"
31320,"(39.81781072180676, -86.25142215280609, 0.0)"
31321,"(39.81781072180676, -86.25142215280609, 0.0)"
31322,"(39.735256, -86.139551, 0.0)"
31323,"(39.735256, -86.139551, 0.0)"
31324,"(39.735256, -86.139551, 0.0)"
31325,"(39.81781072180676, -86.25142215280609, 0.0)"
31326,"(39.7679391, -86.15350682652331, 0.0)"
31327,"(39.7679391, -86.15350682652331, 0.0)"
31328,"(39.7679391, -86.15350682652331, 0.0)"
31329,"(39.78126040816327, -86.11636440816326, 0.0)"
31330,"(39.78126040816327, -86.11636440816326, 0.0)"
31331,"(39.735256, -86.139551, 0.0)"
31332,"(39.735256, -86.139551, 0.0)"
31333,"(39.735256, -86.139551, 0.0)"
31334,"(39.7619745, -86.1609289, 0.0)"
31335,"(39.7619745, -86.1609289, 0.0)"
31336,"(39.7619745, -86.1609289, 0.0)"
31337,"(39.7619745, -86.1609289, 0.0)"
31338,"(39.7619745, -86.1609289, 0.0)"
31339,"(39.7619745, -86.1609289, 0.0)"
31340,"(39.7619745, -86.1609289, 0.0)"
31341,"(39.7619745, -86.1609289, 0.0)"
31342,"(39.85348755, -86.12425503318497, 0.0)"
31343,"(39.85348755, -86.12425503318497, 0.0)"
31344,"(39.85348755, -86.12425503318497, 0.0)"
31345,"(39.781504857142856, -86.100233, 0.0)"
31346,"(39.781504857142856, -86.100233, 0.0)"
31347,"(39.781504857142856, -86.100233, 0.0)"
31348,"(39.69892, -86.2615083, 0.0)"
31349,"(39.781504857142856, -86.100233, 0.0)"
31350,"(39.781504857142856, -86.100233, 0.0)"
31351,"(39.781504857142856, -86.100233, 0.0)"
31352,"(39.781504857142856, -86.100233, 0.0)"
31353,"(39.781504857142856, -86.100233, 0.0)"
31354,"(39.781504857142856, -86.100233, 0.0)"
31355,"(39.6825967, -86.2851867, 0.0)"
31356,"(39.6825967, -86.2851867, 0.0)"
31357,"(39.6825967, -86.2851867, 0.0)"
31358,"(39.751751678969946, -86.12660296361898, 0.0)"
31359,"(39.751751678969946, -86.12660296361898, 0.0)"
31360,"(39.751751678969946, -86.12660296361898, 0.0)"
31361,"(39.76322475, -86.15876923317849, 0.0)"
31362,"(39.869777, -86.144612, 0.0)"
31363,"(39.869777, -86.144612, 0.0)"
31364,"(39.869777, -86.144612, 0.0)"
31365,"(39.869777, -86.144612, 0.0)"
31366,"(39.810223, -86.175873, 0.0)"
31367,"(39.810223, -86.175873, 0.0)"
31368,"(39.810223, -86.175873, 0.0)"
31369,"(39.810223, -86.175873, 0.0)"
31370,"(39.810223, -86.175873, 0.0)"
31371,"(39.810223, -86.175873, 0.0)"
31372,"(39.810223, -86.175873, 0.0)"
31373,"(39.810223, -86.175873, 0.0)"
31374,"(39.75425259183673, -86.14224179591837, 0.0)"
31375,"(39.75425259183673, -86.14224179591837, 0.0)"
31376,"(39.75425259183673, -86.14224179591837, 0.0)"
31377,"(39.75425259183673, -86.14224179591837, 0.0)"
31378,"(39.75425259183673, -86.14224179591837, 0.0)"
31379,"(39.769871540540535, -86.09271554054054, 0.0)"
31380,"(39.769871540540535, -86.09271554054054, 0.0)"
31381,"(39.76920316216216, -86.11465835135135, 0.0)"
31382,"(39.76920316216216, -86.11465835135135, 0.0)"
31383,"(39.81870932653061, -86.08761408163265, 0.0)"
31384,"(39.81870932653061, -86.08761408163265, 0.0)"
31385,"(39.75704040816326, -86.24048953061225, 0.0)"
31386,"(39.75704040816326, -86.24048953061225, 0.0)"
31387,"(39.7746086, -86.1541745, 0.0)"
31388,"(39.75704040816326, -86.24048953061225, 0.0)"
31389,"(39.75704040816326, -86.24048953061225, 0.0)"
31390,"(39.76400075, -86.15872586076406, 0.0)"
31391,"(39.792748959183676, -86.18970728571428, 0.0)"
31392,"(39.792748959183676, -86.18970728571428, 0.0)"
31393,"(39.792748959183676, -86.18970728571428, 0.0)"
31394,"(39.792748959183676, -86.18970728571428, 0.0)"
31395,"(39.792748959183676, -86.18970728571428, 0.0)"
31396,"(39.792748959183676, -86.18970728571428, 0.0)"
31397,"(39.792748959183676, -86.18970728571428, 0.0)"
31398,"(39.792748959183676, -86.18970728571428, 0.0)"
31399,"(39.792748959183676, -86.18970728571428, 0.0)"
31400,"(39.792748959183676, -86.18970728571428, 0.0)"
31401,"(39.792748959183676, -86.18970728571428, 0.0)"
31402,"(39.792748959183676, -86.18970728571428, 0.0)"
31403,"(39.792748959183676, -86.18970728571428, 0.0)"
31404,"(39.792748959183676, -86.18970728571428, 0.0)"
31405,"(39.78137808108108, -86.09335621621621, 0.0)"
31406,"(39.78137808108108, -86.09335621621621, 0.0)"
31407,"(39.84282179978123, -86.0847351851325, 0.0)"
31408,"(39.84282179978123, -86.0847351851325, 0.0)"
31409,"(39.84282179978123, -86.0847351851325, 0.0)"
31410,"(39.84282179978123, -86.0847351851325, 0.0)"
31411,"(39.752829809592164, -86.17278850086338, 0.0)"
31412,"(39.809794, -86.215528, 0.0)"
31413,"(39.826564, -86.128117, 0.0)"
31414,"(39.826564, -86.128117, 0.0)"
31415,"(39.826564, -86.128117, 0.0)"
31416,"(39.826564, -86.128117, 0.0)"
31417,"(39.826564, -86.128117, 0.0)"
31418,"(39.886509664029816, -86.03906164337504, 0.0)"
31419,"(39.886509664029816, -86.03906164337504, 0.0)"
31420,"(39.886509664029816, -86.03906164337504, 0.0)"
31421,"(39.886509664029816, -86.03906164337504, 0.0)"
31422,"(39.78126040816327, -86.11636440816326, 0.0)"
31423,"(39.8098218094593, -86.25264909594769, 0.0)"
31424,"(39.8098218094593, -86.25264909594769, 0.0)"
31425,"(39.8098218094593, -86.25264909594769, 0.0)"
31426,"(39.8098218094593, -86.25264909594769, 0.0)"
31427,"(39.7866381, -86.1573359, 0.0)"
31428,"(39.7866381, -86.1573359, 0.0)"
31429,"(39.7630776, -86.15876947766199, 0.0)"
31430,"(39.7630776, -86.15876947766199, 0.0)"
31431,"(39.7630776, -86.15876947766199, 0.0)"
31432,"(39.7744282, -86.0107074, 0.0)"
31433,"(39.757438345779555, -86.28794576200171, 0.0)"
31434,"(39.808365, -86.17612136734694, 0.0)"
31435,"(39.82430965359813, -86.02438450073218, 0.0)"
31436,"(39.82430965359813, -86.02438450073218, 0.0)"
31437,"(39.75364470252856, -86.24731908560751, 0.0)"
