,cords
548,"(39.755175383838385, -86.20271752525252, 0.0)"
549,"(39.755175383838385, -86.20271752525252, 0.0)"
550,"(39.754526, -86.22596, 0.0)"
551,"(39.846049, -86.241808, 0.0)"
552,"(39.65340529555521, -86.17192245333752, 0.0)"
553,"(39.65340529555521, -86.17192245333752, 0.0)"
554,"(39.773484696969696, -86.09611051515151, 0.0)"
555,"(39.773484696969696, -86.09611051515151, 0.0)"
556,"(39.773484696969696, -86.09611051515151, 0.0)"
557,"(39.773484696969696, -86.09611051515151, 0.0)"
558,"(39.773484696969696, -86.09611051515151, 0.0)"
559,"(39.773484696969696, -86.09611051515151, 0.0)"
560,"(39.773484696969696, -86.09611051515151, 0.0)"
561,"(39.773484696969696, -86.09611051515151, 0.0)"
562,"(39.74852367708795, -86.18829088557949, 0.0)"
563,"(39.74852367708795, -86.18829088557949, 0.0)"
564,"(39.74852367708795, -86.18829088557949, 0.0)"
565,"(39.869804, -86.142817, 0.0)"
566,"(39.869804, -86.142817, 0.0)"
567,"(39.869804, -86.142817, 0.0)"
568,"(39.869804, -86.142817, 0.0)"
569,"(39.869804, -86.142817, 0.0)"
570,"(39.869804, -86.142817, 0.0)"
571,"(39.869804, -86.142817, 0.0)"
572,"(39.869804, -86.142817, 0.0)"
573,"(39.869804, -86.142817, 0.0)"
574,"(39.8235562, -86.2754768, 0.0)"
575,"(39.845618904240325, -86.10471721648376, 0.0)"
576,"(39.78275740816326, -86.2009341632653, 0.0)"
577,"(39.872407, -86.122006, 0.0)"
578,"(39.862376, -86.133886, 0.0)"
579,"(39.862376, -86.133886, 0.0)"
580,"(39.756173859060404, -86.1839325033557, 0.0)"
581,"(39.756173859060404, -86.1839325033557, 0.0)"
582,"(39.756173859060404, -86.1839325033557, 0.0)"
583,"(39.752027, -86.090162, 0.0)"
584,"(39.752027, -86.090162, 0.0)"
585,"(39.752027, -86.090162, 0.0)"
586,"(39.76333535, -86.15857279549672, 0.0)"
587,"(39.805353600000004, -86.1842384, 0.0)"
588,"(39.752515, -86.12346, 0.0)"
589,"(39.752515, -86.12346, 0.0)"
590,"(39.752515, -86.12346, 0.0)"
591,"(39.752515, -86.12346, 0.0)"
592,"(39.648173459267184, -86.17076801050706, 0.0)"
593,"(39.739554, -86.1397576, 0.0)"
594,"(39.7732896, -86.0229565, 0.0)"
595,"(39.72527263265306, -86.23095536734694, 0.0)"
596,"(39.72527263265306, -86.23095536734694, 0.0)"
597,"(39.825595, -86.08361, 0.0)"
598,"(39.825595, -86.08361, 0.0)"
599,"(39.825595, -86.08361, 0.0)"
600,"(39.825595, -86.08361, 0.0)"
601,"(39.9273006, -86.2302922, 0.0)"
602,"(39.9273006, -86.2302922, 0.0)"
603,"(39.9273006, -86.2302922, 0.0)"
604,"(39.9273006, -86.2302922, 0.0)"
605,"(39.9273006, -86.2302922, 0.0)"
606,"(39.9273006, -86.2302922, 0.0)"
607,"(39.869655160804015, -86.24445708542713, 0.0)"
608,"(39.869655160804015, -86.24445708542713, 0.0)"
609,"(39.72527263265306, -86.23095536734694, 0.0)"
610,"(39.77064781081081, -86.09030525675675, 0.0)"
611,"(39.77064781081081, -86.09030525675675, 0.0)"
612,"(39.77064781081081, -86.09030525675675, 0.0)"
613,"(39.80662162546005, -86.2177064546417, 0.0)"
614,"(39.80662162546005, -86.2177064546417, 0.0)"
615,"(39.80662162546005, -86.2177064546417, 0.0)"
616,"(39.80662162546005, -86.2177064546417, 0.0)"
617,"(39.80227804878049, -86.10799273170731, 0.0)"
618,"(39.80227804878049, -86.10799273170731, 0.0)"
619,"(39.76632336912526, -86.19964372432939, 0.0)"
620,"(39.76632336912526, -86.19964372432939, 0.0)"
621,"(39.79226604081632, -86.20432467346939, 0.0)"
622,"(39.79226604081632, -86.20432467346939, 0.0)"
623,"(39.79226604081632, -86.20432467346939, 0.0)"
624,"(39.6679403, -86.082515, 0.0)"
625,"(39.78775137837838, -86.21513489189189, 0.0)"
626,"(39.846049, -86.241808, 0.0)"
627,"(39.846049, -86.241808, 0.0)"
628,"(39.869655160804015, -86.24445708542713, 0.0)"
629,"(39.869655160804015, -86.24445708542713, 0.0)"
630,"(39.9273006, -86.2302922, 0.0)"
631,"(39.9273006, -86.2302922, 0.0)"
632,"(39.76163378970662, -86.06587091297456, 0.0)"
633,"(39.88915455555556, -86.19705122222221, 0.0)"
634,"(39.88915455555556, -86.19705122222221, 0.0)"
635,"(39.88915455555556, -86.19705122222221, 0.0)"
636,"(39.88915455555556, -86.19705122222221, 0.0)"
637,"(39.825095, -85.984807, 0.0)"
638,"(39.825095, -85.984807, 0.0)"
639,"(39.825095, -85.984807, 0.0)"
640,"(39.74268454386085, -86.13162507881957, 0.0)"
641,"(39.803522757575756, -86.00968607070708, 0.0)"
642,"(39.803522757575756, -86.00968607070708, 0.0)"
643,"(39.803522757575756, -86.00968607070708, 0.0)"
644,"(39.807438408163264, -86.15914536734694, 0.0)"
645,"(39.82084863265306, -86.04572314285714, 0.0)"
646,"(39.74268454386085, -86.13162507881957, 0.0)"
647,"(39.74268454386085, -86.13162507881957, 0.0)"
648,"(39.64730393333333, -86.1185078, 0.0)"
649,"(39.74835683673469, -86.14681971428571, 0.0)"
650,"(39.74835683673469, -86.14681971428571, 0.0)"
651,"(39.74835683673469, -86.14681971428571, 0.0)"
652,"(39.74835683673469, -86.14681971428571, 0.0)"
653,"(39.74835683673469, -86.14681971428571, 0.0)"
654,"(39.74835683673469, -86.14681971428571, 0.0)"
655,"(39.74835683673469, -86.14681971428571, 0.0)"
656,"(39.74835683673469, -86.14681971428571, 0.0)"
657,"(39.82084863265306, -86.04572314285714, 0.0)"
658,"(39.82084863265306, -86.04572314285714, 0.0)"
659,"(39.77458255102041, -86.20009314285714, 0.0)"
660,"(39.77458255102041, -86.20009314285714, 0.0)"
661,"(39.825095, -85.984807, 0.0)"
662,"(39.74980411267605, -86.16142511267606, 0.0)"
663,"(39.74980411267605, -86.16142511267606, 0.0)"
664,"(39.74835683673469, -86.14681971428571, 0.0)"
665,"(39.74835683673469, -86.14681971428571, 0.0)"
666,"(39.74835683673469, -86.14681971428571, 0.0)"
667,"(39.74835683673469, -86.14681971428571, 0.0)"
668,"(39.76333535, -86.15857279549672, 0.0)"
669,"(39.80913557142857, -86.169127, 0.0)"
670,"(39.80913557142857, -86.169127, 0.0)"
671,"(39.647828148135545, -86.11345048485364, 0.0)"
672,"(39.76163378970662, -86.06587091297456, 0.0)"
673,"(39.76163378970662, -86.06587091297456, 0.0)"
674,"(39.76163378970662, -86.06587091297456, 0.0)"
675,"(39.846049, -86.241808, 0.0)"
676,"(39.779283, -86.099791, 0.0)"
677,"(39.779283, -86.099791, 0.0)"
678,"(39.779283, -86.099791, 0.0)"
679,"(39.779283, -86.099791, 0.0)"
680,"(39.79105, -86.009462, 0.0)"
681,"(39.79105, -86.009462, 0.0)"
682,"(39.79105, -86.009462, 0.0)"
683,"(39.859550689833256, -86.05025773686626, 0.0)"
684,"(39.6679403, -86.082515, 0.0)"
685,"(39.6679403, -86.082515, 0.0)"
686,"(39.752151734693875, -86.10204732653061, 0.0)"
687,"(39.7732896, -86.0229565, 0.0)"
688,"(39.8020904, -86.0173213, 0.0)"
689,"(39.8020904, -86.0173213, 0.0)"
690,"(39.739554, -86.1397576, 0.0)"
691,"(39.8235562, -86.2754768, 0.0)"
692,"(39.8235562, -86.2754768, 0.0)"
693,"(39.8235562, -86.2754768, 0.0)"
694,"(39.77454909433962, -86.11671705660378, 0.0)"
695,"(39.648173459267184, -86.17076801050706, 0.0)"
696,"(39.803522757575756, -86.00968607070708, 0.0)"
697,"(39.803522757575756, -86.00968607070708, 0.0)"
698,"(39.846049, -86.241808, 0.0)"
699,"(39.846049, -86.241808, 0.0)"
700,"(39.846049, -86.241808, 0.0)"
701,"(39.846049, -86.241808, 0.0)"
702,"(39.846049, -86.241808, 0.0)"
703,"(39.782641, -86.113862, 0.0)"
704,"(39.77454909433962, -86.11671705660378, 0.0)"
705,"(39.7977439, -86.1657038, 0.0)"
706,"(39.9124512, -86.1518971, 0.0)"
707,"(39.9124512, -86.1518971, 0.0)"
708,"(39.76400075, -86.15872586076406, 0.0)"
709,"(39.76400075, -86.15872586076406, 0.0)"
710,"(39.7787143, -85.9803693, 0.0)"
711,"(39.7787143, -85.9803693, 0.0)"
712,"(39.7787143, -85.9803693, 0.0)"
713,"(39.7787143, -85.9803693, 0.0)"
714,"(39.78735, -86.199615, 0.0)"
715,"(39.78735, -86.199615, 0.0)"
716,"(39.78735, -86.199615, 0.0)"
717,"(39.666109920662606, -86.18211329271185, 0.0)"
718,"(39.76163378970662, -86.06587091297456, 0.0)"
719,"(39.76163378970662, -86.06587091297456, 0.0)"
720,"(39.76333535, -86.15857279549672, 0.0)"
721,"(39.76333535, -86.15857279549672, 0.0)"
722,"(39.81476396628312, -86.08163489590409, 0.0)"
723,"(39.81476396628312, -86.08163489590409, 0.0)"
724,"(39.65976709090909, -86.31600236363636, 0.0)"
725,"(39.825320437554005, -86.26479334344346, 0.0)"
726,"(39.789148, -85.98909, 0.0)"
727,"(39.80913557142857, -86.169127, 0.0)"
728,"(39.80913557142857, -86.169127, 0.0)"
729,"(39.83394350567722, -86.10890382475006, 0.0)"
730,"(39.83394350567722, -86.10890382475006, 0.0)"
731,"(39.83394350567722, -86.10890382475006, 0.0)"
732,"(39.647828148135545, -86.11345048485364, 0.0)"
733,"(39.7732896, -86.0229565, 0.0)"
734,"(39.77689708571429, -86.15895974285714, 0.0)"
735,"(39.7732896, -86.0229565, 0.0)"
736,"(39.7732896, -86.0229565, 0.0)"
737,"(39.7732896, -86.0229565, 0.0)"
738,"(39.666109920662606, -86.18211329271185, 0.0)"
739,"(39.666109920662606, -86.18211329271185, 0.0)"
740,"(39.666109920662606, -86.18211329271185, 0.0)"
741,"(39.752515, -86.12346, 0.0)"
742,"(39.752515, -86.12346, 0.0)"
743,"(39.752515, -86.12346, 0.0)"
744,"(39.752515, -86.12346, 0.0)"
745,"(39.648173459267184, -86.17076801050706, 0.0)"
746,"(39.739554, -86.1397576, 0.0)"
747,"(39.7823757, -86.0492273, 0.0)"
748,"(39.7823757, -86.0492273, 0.0)"
749,"(39.7732896, -86.0229565, 0.0)"
750,"(39.7732896, -86.0229565, 0.0)"
751,"(39.7732896, -86.0229565, 0.0)"
752,"(39.739554, -86.1397576, 0.0)"
753,"(39.75704040816326, -86.24048953061225, 0.0)"
754,"(39.75704040816326, -86.24048953061225, 0.0)"
755,"(39.8235562, -86.2754768, 0.0)"
756,"(39.8235562, -86.2754768, 0.0)"
757,"(39.77454909433962, -86.11671705660378, 0.0)"
758,"(39.77454909433962, -86.11671705660378, 0.0)"
759,"(39.807438408163264, -86.15914536734694, 0.0)"
760,"(39.77454909433962, -86.11671705660378, 0.0)"
761,"(39.77454909433962, -86.11671705660378, 0.0)"
762,"(39.79226604081632, -86.20432467346939, 0.0)"
763,"(39.752151734693875, -86.10204732653061, 0.0)"
764,"(39.76034275510204, -86.23804920408163, 0.0)"
765,"(39.882336, -86.241002, 0.0)"
766,"(39.882336, -86.241002, 0.0)"
767,"(39.882336, -86.241002, 0.0)"
768,"(39.882336, -86.241002, 0.0)"
769,"(39.8235562, -86.2754768, 0.0)"
770,"(39.74897594878665, -86.18829795232479, 0.0)"
771,"(39.807438408163264, -86.15914536734694, 0.0)"
772,"(39.71868979059508, -85.98704425119075, 0.0)"
773,"(39.71868979059508, -85.98704425119075, 0.0)"
774,"(39.71868979059508, -85.98704425119075, 0.0)"
775,"(39.71868979059508, -85.98704425119075, 0.0)"
776,"(39.74896997315436, -86.09705165100672, 0.0)"
777,"(39.783343969696965, -86.20720622222223, 0.0)"
778,"(39.783343969696965, -86.20720622222223, 0.0)"
779,"(39.783343969696965, -86.20720622222223, 0.0)"
780,"(39.819515, -86.158092, 0.0)"
781,"(39.819515, -86.158092, 0.0)"
782,"(39.8235562, -86.2754768, 0.0)"
783,"(39.8235562, -86.2754768, 0.0)"
784,"(39.8235562, -86.2754768, 0.0)"
785,"(39.72706971428571, -86.23003281632653, 0.0)"
786,"(39.782641, -86.113862, 0.0)"
787,"(39.80197223342562, -86.12576748291791, 0.0)"
788,"(39.80197223342562, -86.12576748291791, 0.0)"
789,"(39.77273, -86.154995, 0.0)"
790,"(39.818933200000004, -86.2292119122093, 0.0)"
791,"(39.818933200000004, -86.2292119122093, 0.0)"
792,"(39.803522757575756, -86.00968607070708, 0.0)"
793,"(39.796498, -86.050369, 0.0)"
794,"(39.83291567346939, -86.12846728571428, 0.0)"
795,"(39.83291567346939, -86.12846728571428, 0.0)"
796,"(39.83291567346939, -86.12846728571428, 0.0)"
797,"(39.882336, -86.241002, 0.0)"
798,"(39.882336, -86.241002, 0.0)"
799,"(39.6825967, -86.2851867, 0.0)"
800,"(39.6825967, -86.2851867, 0.0)"
801,"(39.6825967, -86.2851867, 0.0)"
802,"(39.6825967, -86.2851867, 0.0)"
803,"(39.6825967, -86.2851867, 0.0)"
804,"(39.72706971428571, -86.23003281632653, 0.0)"
805,"(39.750190857142854, -86.25255257142857, 0.0)"
806,"(39.750190857142854, -86.25255257142857, 0.0)"
807,"(39.750190857142854, -86.25255257142857, 0.0)"
808,"(39.750190857142854, -86.25255257142857, 0.0)"
809,"(39.83411204891289, -86.1089149505748, 0.0)"
810,"(39.83411204891289, -86.1089149505748, 0.0)"
811,"(39.818933200000004, -86.2292119122093, 0.0)"
812,"(39.83291567346939, -86.12846728571428, 0.0)"
813,"(39.83291567346939, -86.12846728571428, 0.0)"
814,"(39.83291567346939, -86.12846728571428, 0.0)"
815,"(39.81035085, -86.16106175613815, 0.0)"
816,"(39.81035085, -86.16106175613815, 0.0)"
817,"(39.81035085, -86.16106175613815, 0.0)"
818,"(39.81035085, -86.16106175613815, 0.0)"
819,"(39.845618904240325, -86.10471721648376, 0.0)"
820,"(39.647828148135545, -86.11345048485364, 0.0)"
821,"(39.76821304347826, -86.1263375652174, 0.0)"
822,"(39.818933200000004, -86.2292119122093, 0.0)"
823,"(39.818933200000004, -86.2292119122093, 0.0)"
824,"(39.818933200000004, -86.2292119122093, 0.0)"
825,"(39.8063236, -86.2173085, 0.0)"
826,"(39.8063236, -86.2173085, 0.0)"
827,"(39.8063236, -86.2173085, 0.0)"
828,"(39.8063236, -86.2173085, 0.0)"
829,"(39.8235562, -86.2754768, 0.0)"
830,"(39.8235562, -86.2754768, 0.0)"
831,"(39.8235562, -86.2754768, 0.0)"
832,"(39.783844, -86.178987, 0.0)"
833,"(39.76717377083333, -86.15456812500001, 0.0)"
834,"(39.76717377083333, -86.15456812500001, 0.0)"
835,"(39.76717377083333, -86.15456812500001, 0.0)"
836,"(39.76717377083333, -86.15456812500001, 0.0)"
837,"(39.812649485735584, -85.9871503490421, 0.0)"
838,"(39.6825967, -86.2851867, 0.0)"
839,"(39.90581555061309, -86.1789928686068, 0.0)"
840,"(39.90581555061309, -86.1789928686068, 0.0)"
841,"(39.90581555061309, -86.1789928686068, 0.0)"
842,"(39.899480653061225, -86.20361651020407, 0.0)"
843,"(39.899480653061225, -86.20361651020407, 0.0)"
844,"(39.899480653061225, -86.20361651020407, 0.0)"
845,"(39.90581555061309, -86.1789928686068, 0.0)"
846,"(39.90581555061309, -86.1789928686068, 0.0)"
847,"(39.90581555061309, -86.1789928686068, 0.0)"
848,"(39.81035085, -86.16106175613815, 0.0)"
849,"(39.81035085, -86.16106175613815, 0.0)"
850,"(39.790385, -86.14458, 0.0)"
851,"(39.790385, -86.14458, 0.0)"
852,"(39.74456143227686, -86.09071218485036, 0.0)"
853,"(39.74456143227686, -86.09071218485036, 0.0)"
854,"(39.77217014285714, -86.08846157142858, 0.0)"
855,"(39.86922, -86.14569167788586, 0.0)"
856,"(39.8381331, -86.24422095855766, 0.0)"
857,"(39.8381331, -86.24422095855766, 0.0)"
858,"(39.81035085, -86.16106175613815, 0.0)"
859,"(39.81035085, -86.16106175613815, 0.0)"
860,"(39.81035085, -86.16106175613815, 0.0)"
861,"(39.7866381, -86.1573359, 0.0)"
862,"(39.7866381, -86.1573359, 0.0)"
863,"(39.7866381, -86.1573359, 0.0)"
864,"(39.7866381, -86.1573359, 0.0)"
865,"(39.7866381, -86.1573359, 0.0)"
866,"(39.7866381, -86.1573359, 0.0)"
867,"(39.7866381, -86.1573359, 0.0)"
868,"(39.8381331, -86.24422095855766, 0.0)"
869,"(39.74896997315436, -86.09705165100672, 0.0)"
870,"(39.7056472991879, -86.15609707008824, 0.0)"
871,"(39.7056472991879, -86.15609707008824, 0.0)"
872,"(39.807157, -86.282654, 0.0)"
873,"(39.807157, -86.282654, 0.0)"
874,"(39.77454909433962, -86.11671705660378, 0.0)"
875,"(39.777561, -86.29733942857143, 0.0)"
876,"(39.81658, -86.256119, 0.0)"
877,"(39.7866381, -86.1573359, 0.0)"
878,"(39.922856355482445, -86.14015293338159, 0.0)"
879,"(39.922856355482445, -86.14015293338159, 0.0)"
880,"(39.76717377083333, -86.15456812500001, 0.0)"
881,"(39.76717377083333, -86.15456812500001, 0.0)"
882,"(39.7121335, -86.1283455, 0.0)"
883,"(39.7121335, -86.1283455, 0.0)"
884,"(39.7121335, -86.1283455, 0.0)"
885,"(39.7121335, -86.1283455, 0.0)"
886,"(39.7121335, -86.1283455, 0.0)"
887,"(39.7121335, -86.1283455, 0.0)"
888,"(39.7121335, -86.1283455, 0.0)"
889,"(39.7121335, -86.1283455, 0.0)"
890,"(39.7121335, -86.1283455, 0.0)"
891,"(39.812649485735584, -85.9871503490421, 0.0)"
892,"(39.817980545454546, -86.14079148484848, 0.0)"
893,"(39.781788163265304, -86.1070603877551, 0.0)"
894,"(39.781788163265304, -86.1070603877551, 0.0)"
895,"(39.76123155, -86.21833269323156, 0.0)"
896,"(39.76123155, -86.21833269323156, 0.0)"
897,"(39.76123155, -86.21833269323156, 0.0)"
898,"(39.76123155, -86.21833269323156, 0.0)"
899,"(39.81035085, -86.16106175613815, 0.0)"
900,"(39.81035085, -86.16106175613815, 0.0)"
901,"(39.81035085, -86.16106175613815, 0.0)"
902,"(39.92211911764706, -86.07250611764705, 0.0)"
903,"(39.92211911764706, -86.07250611764705, 0.0)"
904,"(39.92211911764706, -86.07250611764705, 0.0)"
905,"(39.92211911764706, -86.07250611764705, 0.0)"
906,"(39.92211911764706, -86.07250611764705, 0.0)"
907,"(39.92211911764706, -86.07250611764705, 0.0)"
908,"(39.807471, -86.14717, 0.0)"
909,"(39.807471, -86.14717, 0.0)"
910,"(39.807471, -86.14717, 0.0)"
911,"(39.798897, -86.10251, 0.0)"
912,"(39.81658, -86.256119, 0.0)"
913,"(39.81658, -86.256119, 0.0)"
914,"(39.813833, -86.16006878571429, 0.0)"
915,"(39.813833, -86.16006878571429, 0.0)"
916,"(39.752151734693875, -86.10204732653061, 0.0)"
917,"(39.8235562, -86.2754768, 0.0)"
918,"(39.81166211047688, -86.02928752336726, 0.0)"
919,"(39.7656761, -86.15934391363386, 0.0)"
920,"(39.798897, -86.10251, 0.0)"
921,"(39.798897, -86.10251, 0.0)"
922,"(39.798897, -86.10251, 0.0)"
923,"(39.752151734693875, -86.10204732653061, 0.0)"
924,"(39.771217, -86.102281, 0.0)"
925,"(39.81166211047688, -86.02928752336726, 0.0)"
926,"(39.81166211047688, -86.02928752336726, 0.0)"
927,"(39.782605, -86.205263, 0.0)"
928,"(39.782605, -86.205263, 0.0)"
929,"(39.782605, -86.205263, 0.0)"
930,"(39.76381465, -86.15772017464619, 0.0)"
931,"(39.798897, -86.10251, 0.0)"
932,"(39.798897, -86.10251, 0.0)"
933,"(39.77299175, -86.1163775, 0.0)"
934,"(39.805968696629215, -86.11092808988764, 0.0)"
935,"(39.805968696629215, -86.11092808988764, 0.0)"
936,"(39.887629, -86.118971, 0.0)"
937,"(39.887629, -86.118971, 0.0)"
938,"(39.887629, -86.118971, 0.0)"
939,"(39.887629, -86.118971, 0.0)"
940,"(39.798897, -86.10251, 0.0)"
941,"(39.823056, -86.159297, 0.0)"
942,"(39.823056, -86.159297, 0.0)"
943,"(39.810577, -86.0647121, 0.0)"
944,"(39.810577, -86.0647121, 0.0)"
945,"(39.887629, -86.118971, 0.0)"
946,"(39.887629, -86.118971, 0.0)"
947,"(39.767452, -86.044746, 0.0)"
948,"(39.7656761, -86.15934391363386, 0.0)"
949,"(39.77795654166667, -86.29604520833334, 0.0)"
950,"(39.76034275510204, -86.23804920408163, 0.0)"
951,"(39.76034275510204, -86.23804920408163, 0.0)"
952,"(39.76034275510204, -86.23804920408163, 0.0)"
953,"(39.772199, -86.101086, 0.0)"
954,"(39.772199, -86.101086, 0.0)"
955,"(39.772199, -86.101086, 0.0)"
956,"(39.772199, -86.101086, 0.0)"
957,"(39.763343, -86.15812, 0.0)"
958,"(39.763343, -86.15812, 0.0)"
959,"(39.76381465, -86.15772017464619, 0.0)"
960,"(39.76381465, -86.15772017464619, 0.0)"
961,"(39.763343, -86.15812, 0.0)"
962,"(39.763343, -86.15812, 0.0)"
963,"(39.752336, -86.12691002857143, 0.0)"
964,"(39.752336, -86.12691002857143, 0.0)"
965,"(39.752336, -86.12691002857143, 0.0)"
966,"(39.752336, -86.12691002857143, 0.0)"
967,"(39.76381465, -86.15772017464619, 0.0)"
968,"(39.832927414141416, -86.02879927272727, 0.0)"
969,"(39.832927414141416, -86.02879927272727, 0.0)"
970,"(39.76431429324711, -86.15762231637866, 0.0)"
971,"(39.76431429324711, -86.15762231637866, 0.0)"
972,"(39.8235562, -86.2754768, 0.0)"
973,"(39.8235562, -86.2754768, 0.0)"
974,"(39.8235562, -86.2754768, 0.0)"
975,"(39.8235562, -86.2754768, 0.0)"
976,"(39.8235562, -86.2754768, 0.0)"
977,"(39.762769818181816, -86.11864548484849, 0.0)"
978,"(39.762769818181816, -86.11864548484849, 0.0)"
979,"(39.762769818181816, -86.11864548484849, 0.0)"
980,"(39.762769818181816, -86.11864548484849, 0.0)"
981,"(39.762769818181816, -86.11864548484849, 0.0)"
982,"(39.74897594878665, -86.18829795232479, 0.0)"
983,"(39.74897594878665, -86.18829795232479, 0.0)"
984,"(39.7977439, -86.1657038, 0.0)"
985,"(39.7977439, -86.1657038, 0.0)"
986,"(39.77458255102041, -86.20009314285714, 0.0)"
987,"(39.77458255102041, -86.20009314285714, 0.0)"
988,"(39.773710474747475, -86.09731594949496, 0.0)"
989,"(39.773710474747475, -86.09731594949496, 0.0)"
990,"(39.773710474747475, -86.09731594949496, 0.0)"
991,"(39.773710474747475, -86.09731594949496, 0.0)"
992,"(39.77454909433962, -86.11671705660378, 0.0)"
993,"(39.77454909433962, -86.11671705660378, 0.0)"
994,"(39.72706971428571, -86.23003281632653, 0.0)"
995,"(39.72706971428571, -86.23003281632653, 0.0)"
996,"(39.8181463877551, -86.09736724489795, 0.0)"
997,"(39.6825967, -86.2851867, 0.0)"
998,"(39.6825967, -86.2851867, 0.0)"
999,"(39.6825967, -86.2851867, 0.0)"
1000,"(39.7739089, -86.0084202, 0.0)"
1001,"(39.7739089, -86.0084202, 0.0)"
1002,"(39.7739089, -86.0084202, 0.0)"
1003,"(39.83411204891289, -86.1089149505748, 0.0)"
1004,"(39.752336, -86.12691002857143, 0.0)"
1005,"(39.752336, -86.12691002857143, 0.0)"
1006,"(39.752336, -86.12691002857143, 0.0)"
1007,"(39.752336, -86.12691002857143, 0.0)"
1008,"(39.807157, -86.282654, 0.0)"
1009,"(39.78283872482667, -86.32204774498369, 0.0)"
1010,"(39.78283872482667, -86.32204774498369, 0.0)"
1011,"(39.78283872482667, -86.32204774498369, 0.0)"
1012,"(39.77321509090909, -86.11319630303029, 0.0)"
1013,"(39.9050067, -86.0396395, 0.0)"
1014,"(39.9050067, -86.0396395, 0.0)"
1015,"(39.7216576, -86.2957737, 0.0)"
1016,"(39.83411204891289, -86.1089149505748, 0.0)"
1017,"(39.818933200000004, -86.2292119122093, 0.0)"
1018,"(39.818933200000004, -86.2292119122093, 0.0)"
1019,"(39.752336, -86.12691002857143, 0.0)"
1020,"(39.752336, -86.12691002857143, 0.0)"
1021,"(39.752336, -86.12691002857143, 0.0)"
1022,"(39.752336, -86.12691002857143, 0.0)"
1023,"(39.79217391836735, -86.28515406122449, 0.0)"
1024,"(39.79217391836735, -86.28515406122449, 0.0)"
1025,"(39.79217391836735, -86.28515406122449, 0.0)"
1026,"(39.8063236, -86.2173085, 0.0)"
1027,"(39.8063236, -86.2173085, 0.0)"
1028,"(39.8063236, -86.2173085, 0.0)"
1029,"(39.7823757, -86.0492273, 0.0)"
1030,"(39.79679627272728, -86.007595, 0.0)"
